NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE
Revolving loans,F,N,N,1,135000,225000,11250,225000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006629,-14145,-2163,-22,-1098,,1,1,1,1,0,0,High skill tech staff,2,2,2,THURSDAY,7,0,0,0,0,0,0,Self-employed,,0.626134008,0.422369652,0.04,0,0.9955,0.9048,0.0059,0,0.0852,0.105,0.0533,0.0282,0.033,0.0319,0,0.0116,0.0315,0,0.9975
Cash loans,M,Y,Y,0,67500,675000,21906,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.008866,-20661,-2066,-9145,-3832,12,1,1,0,1,0,0,Drivers,2,2,2,FRIDAY,13,0,0,0,0,0,0,Other,,0.567083782,0.472253343,,,0.9876,,,,,,,,,,,,,,0.9876
Cash loans,M,N,Y,0,177750,177903,16447.5,148500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-14199,-4376,-8341,-4245,,1,1,0,1,0,0,,2,2,2,SUNDAY,11,0,0,0,0,0,0,Industry: type 11,,0.507283273,0.477649155,0.0814,0,0.9732,0.6328,0.007,0,0.1379,0.1667,0.2083,0.0783,0.0656,0.0632,0.0039,0.0048,0.083,0,0.9732
Cash loans,F,Y,Y,1,121500,1082214,31770,945000,Other_B,State servant,Higher education,Married,House / apartment,0.006852,-10176,-667,-662,-2321,16,1,1,0,1,0,0,,3,3,3,SUNDAY,11,0,0,0,0,0,0,Medicine,0.373222411,0.280619274,0.808393591,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,1,112500,755190,36328.5,675000,Family,Working,Higher education,Married,House / apartment,0.008625,-13680,-1224,-2018,-4745,8,1,1,1,1,0,0,Accountants,3,2,2,FRIDAY,9,0,0,0,0,0,0,Housing,0.461703443,0.673001247,0.753067392,,,,,,,,,,,,,,,,,
Revolving loans,F,Y,Y,0,135000,225000,11250,225000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.031329,-23255,365243,-3087,-957,5,1,0,0,1,1,0,,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,0.728128562,0.716763022,0.619527708,0.1113,0.0665,0.9836,0.7756,0.0223,0.08,0.069,0.3333,0.375,0.1846,0.0891,0.106,0.0077,0.0052,0.1134,0.0691,0.9836
Cash loans,F,N,Y,2,112500,1231272,43753.5,882000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-12860,-437,-6927,-2597,,1,1,0,1,1,0,,4,1,1,FRIDAY,17,0,0,0,0,0,0,Medicine,,0.385990533,0.251239446,0.2658,0.1783,0.9836,0.7688,0.0866,0.28,0.1328,0.4642,0.4688,0.093,0.2,0.2536,0.0203,0.064,0.2069,0.1573,0.9846
Cash loans,M,Y,Y,1,135000,76410,8356.5,67500,"Spouse, partner",Working,Higher education,Separated,House / apartment,0.020713,-14309,-5943,-518,-34,4,1,1,1,1,0,0,,2,3,3,WEDNESDAY,9,0,0,0,0,0,0,Other,0.42834478,0.58198556,0.832785025,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,99000,585000,29866.5,585000,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.011703,-15946,-2371,-6416,-4764,,1,1,1,1,0,0,Cleaning staff,2,2,2,SUNDAY,14,0,0,0,0,0,0,Government,0.32473134,0.619821755,0.626304277,0.0247,0.0722,0.9707,0.5988,,0,0.1379,0.0417,0.0833,0.0478,,0.0277,,0.0053,0.0252,0.075,0.9707
Cash loans,M,N,N,1,112500,299772,20160,247500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-13034,-3551,-7153,-3918,,1,1,0,1,1,0,Drivers,3,2,2,THURSDAY,14,0,0,0,0,0,0,Transport: type 4,,0.726279324,0.843543539,0.066,0.0803,0.9776,0.694,0.0079,0,0.1379,0.1667,0.2083,0.0232,0.0538,0.056,0,0.0557,0.0672,0.0833,0.9777
Cash loans,M,Y,Y,1,382500,576072,26986.5,405000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.004849,-13642,-191,-731,-2214,15,1,1,0,1,0,0,Drivers,3,2,2,MONDAY,19,1,1,0,1,0,0,Business Entity Type 3,,0.637391414,0.228883417,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,180000,178290,21289.5,157500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-8992,-189,-8961,-1043,1,1,1,0,1,1,0,Laborers,2,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.157434068,0.054588986,0.210350229,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,180000,1504791,41508,1314000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-21116,365243,-517,-4359,,1,0,0,1,0,0,,2,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.653414003,0.179821765,0.0031,,0.9722,,,,,0,,0.0281,,0.0023,,,0.0032,,0.9722
Cash loans,F,N,N,0,135000,675000,24246,675000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.031329,-11677,-2544,-2408,-3266,,1,1,0,1,0,0,Managers,2,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.379273642,0.711127117,0.212756305,0.1237,0.1241,0.9767,0.6804,0.0102,0,0.2069,0.1667,0.2083,0.1104,0.1009,0.1002,0,0,0.1261,0.1288,0.9767
Cash loans,F,Y,N,0,112500,103500,9621,103500,"Spouse, partner",Working,Incomplete higher,Married,House / apartment,0.035792,-10298,-1312,-4890,-886,5,1,1,0,1,1,0,Sales staff,2,2,2,WEDNESDAY,17,0,0,0,0,0,0,Trade: type 7,,0.368123654,0.368968738,0.1294,0.1159,0.9831,0.7688,0.0349,0.14,0.1607,0.3333,0.375,0.0669,0.1055,0.2007,0,0,0.0756,0.0792,
Cash loans,F,Y,Y,0,90000,720000,25861.5,720000,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-23582,365243,-3010,-4304,13,1,0,0,1,0,0,,2,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.54878041,0.670651753,,,,,,,,,,,,,,,,,
Cash loans,M,N,N,1,112500,568800,15133.5,450000,Family,Working,Secondary / secondary special,Married,With parents,0.0228,-14704,-1034,-3485,-5331,,1,1,0,1,0,0,Laborers,3,2,2,FRIDAY,15,0,0,0,0,0,0,Industry: type 7,0.241625895,0.467307355,0.773895694,0.1526,0.1105,0.9821,0.7552,0.0418,0.16,0.1379,0.3333,,0.0166,,0.1548,,0.0025,0.1555,0.1146,0.9821
Cash loans,F,N,N,0,225000,755190,32125.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008625,-23054,365243,-11818,-4626,,1,0,0,1,0,0,,2,2,2,MONDAY,18,0,0,0,0,0,0,XNA,,0.624971272,0.234015167,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,112500,269550,11871,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010966,-21820,365243,-6425,-1716,,1,0,0,1,1,0,,1,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.200775404,0.574446617,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,1,270000,792162,38241,630000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018801,-16394,-6723,-5572,-2004,,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,10,0,0,0,0,0,0,Transport: type 2,0.379294453,0.439243831,0.465069215,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,2,112500,652500,25411.5,652500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-14008,-1822,-3209,-334,0,1,1,0,1,0,0,Accountants,4,2,2,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 2,0.440219034,0.591323286,0.162441998,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,0,139500,443088,26923.5,382500,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,-8517,-872,-3370,-893,,1,1,1,1,0,0,Drivers,2,2,2,SUNDAY,8,0,0,0,1,1,0,Business Entity Type 3,,0.328399204,0.234015167,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,1,108000,1506816,47443.5,1350000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13247,-1589,-7330,-4060,14,1,1,0,1,0,0,,3,1,1,THURSDAY,11,0,0,0,0,1,1,Police,,0.441032822,0.387625344,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,1,171000,1143324,33561,819000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-8393,-1648,-3135,-1052,,1,1,0,1,0,0,Sales staff,3,2,2,FRIDAY,13,0,0,0,1,1,0,Self-employed,,0.434289393,0.332850564,,,,,,,,,,,,,,,,,
Revolving loans,F,N,N,0,81000,247500,12375,247500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-20505,365243,-12569,-3642,,1,0,0,1,0,0,,2,2,2,SUNDAY,11,0,0,0,0,0,0,XNA,,0.263143591,,0.0873,0.0573,0.9801,0.728,0.0126,0,0.1607,0.2221,0.2638,0.0193,0.0681,0.0793,0.0141,0.0352,0.0683,0.0481,0.9777
Cash loans,F,N,N,0,180000,339633,27360,283500,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.011703,-10246,-3652,-9864,-568,,1,1,0,1,1,1,,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.311468924,,0.2227,0,0.9861,0.8096,,0.24,0.2069,0.3333,0.375,0.1066,0,0.262,0,0.003,0.2269,0,0.9861
Cash loans,M,Y,Y,0,157500,260640,31059,225000,Other_B,Working,Secondary / secondary special,Single / not married,House / apartment,0.003818,-8182,-517,-624,-624,20,1,1,1,1,1,0,Laborers,1,2,2,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.172771433,0.536657131,,0.0567,0.0621,0.9851,0.796,,0,0.1379,0.1667,0.2083,,0.0462,,0,,0.0578,0.0645,0.9851
Cash loans,M,Y,N,0,202500,312768,17095.5,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-14296,-768,-1068,-2275,22,1,1,1,1,0,0,Laborers,2,3,3,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.18295467,0.304533902,0.252598698,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,3,225000,495985.5,32422.5,409500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-20854,-862,-245,-4384,10,1,1,0,1,0,0,Laborers,5,2,2,SATURDAY,15,0,0,0,0,1,1,Business Entity Type 3,,0.43589107,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,67500,417024,18499.5,360000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-23797,365243,-6547,-4686,,1,0,0,1,0,0,,2,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.537896655,0.431191798,0.1433,0.1181,0.9732,0.6328,0.0163,0,0.2414,0.1667,0.2083,0.0644,0.1168,0.0901,0,0,0.146,0.1225,0.9732
Cash loans,F,Y,Y,0,211500,2517300,66402,2250000,Family,Working,Secondary / secondary special,Widow,Rented apartment,0.031329,-14386,-5478,-459,-5049,7,1,1,1,1,1,0,Managers,1,2,2,FRIDAY,10,0,0,0,0,0,0,Military,,0.487747557,,0.0742,0,0.9975,,,0.08,0.069,0.3333,,0.0423,,0.076,,0.0191,0.0756,0,0.9975
Cash loans,F,N,N,0,135000,983160,62833.5,900000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006233,-15671,-3155,-11380,-1483,,1,1,1,1,0,0,Medicine staff,2,2,2,TUESDAY,19,0,0,0,0,0,0,Kindergarten,,0.780418806,0.558506628,0.0742,0.0028,0.9841,0.7824,0.0188,0.04,0.0345,0.3333,0.375,0.0906,0.0605,0.0757,0,0.0022,0.0756,0.0029,0.9841
Cash loans,F,N,Y,0,243000,450000,17095.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-15277,-157,-1460,-2759,,1,1,0,1,0,0,Cleaning staff,1,2,2,FRIDAY,12,0,0,0,0,1,1,Industry: type 11,0.472140834,0.11069878,0.54065445,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,171000,1035000,43983,1035000,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12707,-588,-966,-3300,,1,1,0,1,0,0,Sales staff,2,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.386841876,0.472847218,,0.1227,0.132,0.9841,0.7824,0.0579,0,0.2759,0.1667,0.2083,0.0326,0.1,0.1146,0,0,0.125,0.137,0.9841
Cash loans,M,N,N,0,180000,521280,27292.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-9188,-2562,-2190,-1837,,1,1,1,1,1,0,Sales staff,1,2,2,SUNDAY,17,0,0,0,0,0,0,Self-employed,,0.424324598,0.213966852,0.2546,0.3468,0.9921,0.8912,0.073,0.28,0.2414,0.375,0.0417,0.2359,0.2017,0.3702,0.027,0.3188,0.2595,0.3599,0.9921
Cash loans,M,Y,Y,0,157500,1350000,44617.5,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-11469,-350,-1188,-2613,7,1,1,0,1,0,0,Drivers,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.627479322,,0.066,,0.9767,,,0,0.1379,0.1667,,,,0.0508,,0.0882,0.0672,,0.9767
Cash loans,F,N,Y,0,270000,403249.5,15331.5,283500,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-18537,-195,-7495,-719,,1,1,0,1,0,0,,2,1,1,WEDNESDAY,18,0,0,0,0,0,0,Government,0.8750904,0.278206524,0.537069958,0.1747,0.2,0.9816,0.7484,0.1167,0.18,0.1552,0.3333,0.375,0,0.1416,0.1007,0.0039,0.0423,0.1355,0.1775,0.9816
Revolving loans,F,N,N,0,225000,202500,10125,202500,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.00702,-19038,-1870,-2372,-2596,,1,1,0,1,0,0,Laborers,1,2,2,THURSDAY,10,0,0,0,0,0,0,Construction,0.521749753,0.590525084,0.215182404,,,,0.6736,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,180000,427500,45018,427500,Family,Commercial associate,Higher education,Married,House / apartment,0.005084,-16224,-330,-10085,-4283,3,1,1,0,1,0,1,Managers,2,2,2,MONDAY,18,0,0,0,0,1,1,Business Entity Type 3,0.769194257,0.615815025,0.76102637,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,0,202500,277969.5,13086,229500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-14565,-2434,-6075,-4234,,1,1,0,1,0,0,,2,2,2,SUNDAY,10,0,0,0,0,0,0,Construction,,0.478682987,0.331250865,,0.0797,0.9891,,,,0.1379,0.1667,,,,0.0699,,,,0.0828,0.9891
Cash loans,F,N,N,1,157500,781920,42547.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-13095,-1905,-354,-2493,,1,1,1,1,0,0,Sales staff,3,2,2,THURSDAY,5,0,0,0,0,0,0,Self-employed,0.2140419,0.348801404,0.192942228,0.1113,0.0915,0.9921,0.8912,0.0214,0.12,0.1034,0.3333,0.375,0.032,0.0899,0.1212,0.0039,0.0047,0.1134,0.0949,0.9921
Cash loans,F,N,Y,0,112500,296280,14382,225000,Unaccompanied,Pensioner,Lower secondary,Separated,House / apartment,0.019689,-21584,365243,-6276,-4933,,1,0,0,1,0,1,,1,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,0.76193821,0.298871994,0.710674386,0.0165,0.0078,0.9672,,,0,0.069,0.0417,,0,,0.0195,,0,0.0168,0.0081,0.9672
Cash loans,F,N,Y,0,151200,1006920,42790.5,900000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22347,365243,-4750,-4750,,1,0,0,1,0,0,,2,2,2,SUNDAY,13,0,0,0,0,0,0,XNA,0.738101783,0.323111222,0.715103102,,,,,,,,,,,,,,,,,
Cash loans,F,Y,N,0,135000,787131,26014.5,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-15005,-554,-105,-2223,18,1,1,1,1,1,0,Laborers,2,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 1,0.495642841,0.618321111,0.357293268,0.2412,,0.9935,,,0.16,0.1379,0.375,,,,0.1326,,0.5099,0.2458,,0.9935
Cash loans,F,N,Y,0,135000,182016,13320,144000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-18846,-1742,-2387,-2393,,1,1,0,1,0,0,Medicine staff,2,3,3,WEDNESDAY,9,0,0,0,1,1,0,Medicine,,0.328514965,0.479448981,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,81000,276813,29196,256500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-18578,-6002,-195,-2111,36,1,1,0,1,0,0,,2,2,2,WEDNESDAY,11,0,0,0,0,1,1,Other,0.590484119,0.254759957,,,,,,,,,,,,,,,,,,
Cash loans,M,N,N,0,225000,343800,16852.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.035792,-8940,-169,-3540,-1618,,1,1,0,1,0,0,Security staff,1,2,2,WEDNESDAY,17,0,0,0,1,1,0,Security,0.051096186,0.714283749,0.329655054,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,157500,1125000,39987,1125000,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.01452,-15630,-8693,-1091,-3918,,1,1,0,1,0,0,Cleaning staff,2,2,2,WEDNESDAY,8,0,0,0,0,0,0,School,0.643733192,0.544699834,0.651260219,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,2,90000,279000,13059,279000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.015221,-11511,-202,-5304,-3555,,1,1,0,1,0,0,,4,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.515271638,0.245851214,0.1485,0.1048,0.9866,0.8164,0.0569,0.16,0.1379,0.3333,0.375,0.0974,0.121,0.1539,0,0,0.1513,0.1088,0.9866
Cash loans,F,N,Y,1,315000,545040,26509.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12204,-583,-6301,-931,,1,1,0,1,1,0,Laborers,3,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.32332648,0.047600735,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,0,180000,1078200,31653,900000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-8339,-1277,-8047,-418,,1,1,0,1,0,0,Laborers,1,3,3,SATURDAY,7,0,0,0,0,0,0,Self-employed,0.144739044,0.601397881,0.438281374,,,0.9737,,,,,,,,,,,,,,0.9737
Cash loans,M,N,N,0,180000,755190,36459,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12546,-1009,-41,-1694,,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,16,0,0,0,0,0,0,Transport: type 4,0.479886112,0.657429103,0.331250865,0.2588,0.0579,0.9995,0.9932,0.0821,0.08,0.0345,0.7083,0.75,0.1748,0.211,0.179,0,0,0.2637,0.0601,0.9995
Cash loans,F,N,Y,0,67500,76500,3010.5,76500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.009549,-21973,365243,-7554,-4655,,1,0,0,1,1,0,,1,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,,0.158541119,0.387625344,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,108000,384048,18031.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-15940,-1511,-8443,-4783,16,1,1,0,1,0,0,Drivers,2,2,2,WEDNESDAY,6,0,0,0,0,1,1,Other,,0.541406045,0.590233339,,,,,,,,,,,,,,,,,
Cash loans,M,N,N,0,103500,450000,21888,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-12072,-43,-6030,-3435,,1,1,0,1,1,0,Low-skill Laborers,2,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.302963043,0.611880803,0.681705878,0.1,0.0778,0.9826,,,,0.3103,0.1667,,,,0.0861,,,0.1019,0.0808,0.9826
Cash loans,F,N,N,1,67500,269550,13761,225000,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-16069,-400,-5712,-4447,,1,1,0,1,0,0,Sales staff,3,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.001899782,0.593717587,,,,,,,,,,,,,,,,,
Cash loans,M,N,Y,1,112500,161730,12645,135000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018209,-12046,-964,-1689,-3867,,1,1,1,1,0,0,Laborers,3,3,3,FRIDAY,9,0,1,1,0,1,1,Business Entity Type 3,0.346987955,0.72062695,0.729566691,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,90000,653328,19233,468000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-19749,-7707,-7516,-3281,22,1,1,0,1,0,0,Cooking staff,2,3,3,WEDNESDAY,9,0,0,0,0,0,0,School,,0.559391336,0.712155155,0.0289,0.0185,0.9752,0.66,0.0028,0,0.069,0.125,0.1667,0,,0.0225,,0.0106,0.0294,0.0192,0.9752
Cash loans,F,N,N,0,94500,112500,12064.5,112500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.007305,-15260,-5110,-4805,-4420,,1,1,1,1,1,0,Cooking staff,2,3,3,FRIDAY,8,0,0,0,0,0,0,School,,0.220649885,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,135000,728460,38938.5,675000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.011703,-16960,-10285,-8401,-486,,1,1,0,1,0,0,High skill tech staff,1,2,2,FRIDAY,15,0,0,0,0,0,0,Industry: type 11,,0.641324311,0.331250865,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,90000,117162,12433.5,103500,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-17220,-769,-7461,-775,3,1,1,0,1,0,0,Cleaning staff,1,2,2,MONDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.590984202,0.66434892,0.753067392,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,1,112500,835380,40320,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.031329,-10644,-701,-2269,-2363,,1,1,0,1,0,0,,3,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.33875681,0.293202983,0.342528872,0.0412,0,0.9955,0.9388,0.0089,0,0.069,0.1667,0.2083,0.0363,0.0328,0.0386,0.0039,0.0157,0.042,0,0.9955
Cash loans,M,Y,Y,1,675000,675000,53460,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006671,-14396,-6427,-3846,-4936,7,1,1,0,1,0,1,Managers,3,2,2,SATURDAY,14,0,0,0,1,0,1,Business Entity Type 3,0.834975757,0.635904196,0.538862707,0.0031,0.0039,0.9702,,,0,0.0345,0.0417,,0.0495,,0.0044,,0,0.0032,0.004,0.9702
Cash loans,M,N,Y,0,270000,755190,36328.5,675000,Unaccompanied,Commercial associate,Lower secondary,Civil marriage,Rented apartment,0.035792,-17006,-1997,-2441,-349,,1,1,1,1,0,0,Laborers,2,2,2,MONDAY,11,0,0,0,0,1,1,Industry: type 4,0.482333364,0.677312802,0.420610964,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,270000,183384,10656,162000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.016612,-21290,365243,-3619,-3648,,1,0,0,1,0,0,,2,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.718738811,0.479448981,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,2,90000,269550,18891,225000,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.008068,-14147,-1791,-618,-1156,,1,1,0,1,0,0,Laborers,4,3,3,THURSDAY,7,0,0,0,0,0,0,Government,0.507186638,0.37923411,0.267868936,0.0124,0.0301,0.9806,0.7348,0.0208,0,0.069,0.0417,0.0833,0.012,0.0101,0.0086,0,0,0.0126,0.0312,0.9806
Cash loans,F,N,N,0,315000,583191,21078,481500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.04622,-16208,-853,-4126,-4126,,1,1,0,1,0,0,Laborers,1,1,1,FRIDAY,18,1,1,0,0,1,0,Business Entity Type 3,0.403069217,0.801111665,0.294083101,,,0.9752,,,,0.0345,0.3333,,,,,,,,,0.9752
Cash loans,F,N,N,0,117000,781920,23836.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,-21275,365243,-11549,-4331,,1,0,0,1,1,0,,2,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.624981523,0.358951229,0.0887,0.0809,0.9737,0.6396,0.0085,0,0.1379,0.1667,0.2083,0.0526,0.0723,0.0687,0,0,0.0903,0.0839,0.9737
Cash loans,F,N,Y,0,247500,1276042.5,66073.5,1206000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-21234,-1791,-7465,-4717,,1,1,0,1,0,1,Core staff,2,2,2,MONDAY,5,0,0,0,0,0,0,Kindergarten,,0.593018524,0.275000352,0.0928,0,0.9901,0.864,0.0171,0,0.2069,0.1667,0.2083,0.0846,0.0756,0.0983,0,0,0.0945,0,0.9901
Cash loans,F,N,N,0,157500,654498,24385.5,585000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.011703,-24288,365243,-9294,-4802,,1,0,0,1,0,0,,1,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.412464124,0.773895694,0.1629,0.1482,0.9876,,,0,0.4138,0.1667,,0.1263,,0.1589,,0.0466,0.166,0.1538,0.9876
